"Table 2.5.5. Personal Consumption Expenditures by Function"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 03, 2016"
"Line"," ","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"117","    Other goods and services",5.4,4.9,4.5,3.8,3.4,3.8,4.0,4.3,4.8,4.8,5.0,5.3,6.0,6.8,8.0,8.5,9.3,10.3,11.1,11.7,11.8,12.2,13.3,14.3,15.0,15.4,16.3,17.5,18.8,19.9,21.4,22.4,23.7,24.9,26.2,27.8,30.2,33.3,35.8,38.6,41.0,44.3,47.0,51.0,56.9,62.2,67.8,76.3,83.8,93.2,100.4,110.7,121.2,127.8,143.4,157.7,173.3,190.0,208.2,225.4,245.7,262.3,268.0,290.1,304.5,316.9,332.7,350.8,368.4,393.7,429.4,458.5,477.9,496.8,526.5,559.1,589.5,624.5,657.6,673.0,672.7,700.6,733.1,754.9,774.3,801.7,834.3
"118","        Personal care 24",1.3,1.2,1.1,0.9,0.7,0.9,0.9,1.0,1.1,1.1,1.1,1.2,1.3,1.6,1.9,2.1,2.3,2.4,2.5,2.6,2.6,2.8,3.0,3.3,3.5,3.8,4.2,4.7,5.1,5.5,5.9,6.3,6.9,7.5,7.9,8.5,9.2,10.2,11.2,12.1,12.5,13.2,13.5,14.3,15.8,17.2,18.8,20.6,23.5,26.1,28.6,30.8,33.1,34.5,39.9,43.3,47.5,51.9,56.7,62.5,67.4,72.4,71.7,77.0,81.6,87.3,93.8,99.7,106.2,113.7,122.6,132.2,137.5,143.3,152.5,164.5,175.4,185.8,194.5,199.7,194.9,204.4,215.6,224.9,233.9,247.1,257.0
"119","        Personal items 25",0.9,0.8,0.6,0.4,0.3,0.4,0.4,0.5,0.6,0.6,0.6,0.7,0.9,1.1,1.4,1.6,1.8,2.2,2.2,2.2,2.1,2.1,2.3,2.5,2.6,2.6,2.8,2.9,2.9,3.0,3.1,3.1,3.1,3.3,3.5,3.9,4.3,5.0,5.4,6.0,6.4,6.7,7.4,8.0,9.6,11.0,12.5,14.9,16.4,18.0,18.6,20.2,21.0,20.3,22.8,25.8,27.5,31.5,34.3,37.0,38.8,40.0,40.1,42.2,44.7,46.9,48.7,50.9,51.0,54.3,59.7,63.7,61.5,63.4,67.8,73.9,78.8,85.7,90.6,89.3,83.6,87.8,98.3,103.3,108.2,109.7,112.3
"120","        Social services and religious activities 26",0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.6,1.6,1.7,1.7,1.8,2.1,2.4,2.7,3.0,3.3,3.6,3.9,4.4,5.1,5.5,5.9,6.5,7.5,8.6,10.0,11.9,14.0,16.1,17.9,19.6,21.8,25.1,28.0,31.4,33.9,38.6,41.2,43.5,47.5,51.1,54.4,58.1,61.1,64.6,69.3,74.4,81.1,88.4,93.4,98.6,104.1,110.2,116.8,124.6,130.1,133.2,138.9,143.2,147.2,152.9,161.5,171.0
"121","        Professional and other services",1.2,1.1,1.0,0.8,0.8,0.9,1.0,1.0,1.1,1.1,1.2,1.2,1.3,1.4,1.6,1.6,1.7,1.8,2.0,2.1,2.2,2.3,2.6,2.7,2.9,3.0,3.2,3.4,3.7,4.0,4.3,4.5,4.9,5.1,5.5,5.8,6.2,6.9,7.3,7.8,8.6,9.7,10.4,11.4,12.7,14.0,14.9,16.5,18.3,20.7,22.1,24.8,28.2,30.8,33.6,37.5,42.4,46.4,51.2,57.3,62.2,67.7,70.2,75.3,78.4,80.9,82.8,87.6,92.8,100.1,107.2,113.0,120.9,126.6,137.1,143.0,148.4,155.3,163.6,167.5,161.5,163.3,167.8,170.5,173.1,178.8,186.0
"122","            Legal services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",2.0,2.0,2.3,2.4,2.6,2.8,3.0,3.4,3.6,3.8,4.2,5.0,5.5,6.0,7.0,7.7,8.0,8.8,9.7,11.1,11.7,13.2,15.5,17.2,18.9,21.5,24.6,27.3,30.9,34.7,37.7,41.0,41.8,44.9,46.2,47.0,47.4,50.6,53.9,57.9,62.2,65.4,70.1,73.9,79.3,81.5,83.8,87.0,90.5,92.4,90.1,91.4,94.6,95.8,95.5,98.1,102.2
"123","            Accounting and other business services 27","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.1,2.2,2.3,2.4,2.9,3.1,3.5,3.7,4.0,4.8,5.7,6.5,7.1,7.7,8.6,9.9,10.2,11.0,12.0,13.8,15.5,17.2,18.6,20.0,21.9,24.4,25.0,27.0,29.7,30.6,27.4,27.0,27.5,28.1,29.5,31.6,33.4
"124","            Labor organization dues","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.3,1.5,1.7,2.0,2.2,2.5,2.8,3.1,3.5,4.0,4.4,4.9,5.0,5.5,6.0,6.6,6.9,7.4,7.8,8.3,8.7,9.1,9.3,9.5,9.8,10.1,10.6,10.3,10.3,10.2,10.2,10.0,10.4,10.7,10.9,11.4,11.9,12.5,12.5,12.3,12.3,12.4,12.5,12.8,13.0
"125","            Professional association dues","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.6,0.8,0.8,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2.0,2.2,2.4,2.5,2.6,2.8,2.9,3.1,3.2,3.4,3.7,4.1,4.5,4.9,5.4,5.8,6.0,6.5,7.1,7.5,7.4,7.6,7.9,8.2,8.7,8.9,9.1,9.2
"126","            Funeral and burial services","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",1.4,1.5,1.5,1.6,1.7,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.5,2.6,2.7,2.8,2.9,3.3,3.5,3.8,4.0,4.5,4.8,5.1,5.4,6.0,6.8,7.1,7.5,8.3,8.8,9.5,10.1,11.0,11.5,11.6,12.4,12.7,13.0,14.3,15.1,15.8,17.1,17.3,19.7,20.3,22.2,22.9,24.0,24.5,23.9,24.6,25.2,25.6,26.6,27.2,28.1
"127","        Tobacco",1.7,1.5,1.5,1.3,1.2,1.4,1.4,1.5,1.7,1.7,1.8,1.9,2.1,2.3,2.6,2.6,2.9,3.4,3.7,4.0,4.1,4.3,4.5,4.9,5.1,4.9,5.1,5.3,5.7,6.0,6.6,6.9,7.1,7.2,7.5,7.6,8.1,8.5,8.9,9.4,9.8,10.8,11.3,12.2,13.2,14.1,15.1,16.8,17.0,18.3,19.2,20.9,22.8,24.3,27.5,29.2,30.8,32.2,34.5,34.7,38.6,41.0,42.4,48.0,48.7,47.3,49.2,51.4,53.8,56.4,65.5,68.5,69.7,70.1,70.5,73.7,76.7,81.0,84.3,86.4,99.5,106.3,108.3,108.9,106.2,104.6,107.9
"128","    Net foreign travel and expenditures abroad by U.S. residents",0.5,0.5,0.4,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.1,0.1,0.2,0.3,0.6,1.2,-0.1,0.0,0.3,0.6,0.7,0.9,1.1,1.5,1.5,1.6,1.7,1.7,1.9,2.0,2.1,2.0,2.3,2.5,2.6,2.9,3.1,3.8,3.7,4.0,4.5,4.8,5.2,4.7,4.7,4.4,3.8,4.3,4.3,4.1,3.5,0.4,2.5,5.4,6.6,7.7,3.3,6.1,2.8,-3.7,-7.7,-15.2,-20.0,-20.7,-17.4,-21.3,-24.2,-21.5,-15.6,-27.0,-26.4,-15.8,-11.4,-5.3,-3.1,-4.7,-1.5,-10.4,-18.1,-17.0,-27.3,-33.7,-31.8,-48.8,-52.0,-56.9
"129","        Foreign travel by U.S. residents",0.6,0.6,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0.5,0.6,0.7,0.9,0.9,0.9,1.0,1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.3,2.3,2.6,2.8,3.0,3.3,3.6,4.2,4.2,4.7,5.4,5.9,6.8,7.3,8.1,8.8,9.4,10.3,11.1,12.1,13.3,15.0,16.5,18.4,26.1,27.9,27.8,33.9,37.3,38.4,42.7,41.7,45.9,48.8,53.4,54.9,58.7,64.6,69.1,63.6,72.0,68.9,67.9,72.0,86.4,94.2,101.5,106.2,113.0,98.8,107.1,112.8,125.7,125.7,136.2,145.6
"130","        Less: Expenditures in the United States by nonresidents",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.4,1.6,1.8,1.8,2.0,2.3,2.7,2.9,3.3,4.0,4.6,5.4,6.5,7.0,8.1,9.4,11.6,16.6,16.7,15.7,22.4,23.3,27.5,30.9,37.1,44.8,53.0,59.2,66.9,70.6,72.2,77.7,84.7,89.0,88.0,93.7,101.7,88.1,83.3,82.0,94.3,103.5,107.5,121.7,136.5,122.3,139.8,153.6,164.1,180.1,194.0,207.3
"131","        Net expenditures abroad by U.S. residents",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.6,1.1,-0.1,-0.2,0.0,0.2,0.2,0.5,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.1,1.3,1.4,1.5,1.7,1.8,1.9,1.7,1.4,1.2,1.1,0.9,1.0,1.2,1.4,1.8,2.1,2.7,2.7,2.8,3.2,3.0,3.1,2.5,2.7,2.6,2.3,1.0,1.1,1.3,1.6,1.7,3.0,3.2,3.1,3.2,3.4,4.0,4.6,4.7,4.5,4.6,5.0,5.3,6.5,5.3,7.1,6.6,5.6,5.7,4.8
"132","Final consumption expenditures of nonprofit institutions serving households (NPISHs) 28",1.3,1.3,1.2,1.0,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.1,1.1,1.3,1.5,1.7,1.7,2.0,2.1,2.3,2.3,2.4,2.6,2.9,3.0,3.2,3.4,3.8,4.0,4.3,4.9,5.1,5.2,5.5,5.8,6.4,7.0,7.5,8.0,8.8,9.4,10.5,11.7,12.8,13.8,15.5,17.0,19.0,20.6,23.0,26.1,30.0,34.1,38.0,40.8,45.4,47.9,52.6,55.7,63.3,68.0,75.9,80.1,87.9,90.1,97.8,102.3,110.0,105.6,123.8,138.2,158.0,179.1,198.3,205.5,206.4,210.3,239.2,248.8,282.1,276.0,275.4,275.0,292.9,304.9,313.6,327.9
"133","    Gross output of nonprofit institutions 29","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",13.9,14.8,15.8,16.9,18.3,20.3,22.1,24.3,27.0,30.3,34.0,38.1,42.8,47.4,51.8,58.8,67.2,76.3,85.2,96.7,109.4,126.1,145.7,163.8,179.2,194.4,209.3,227.3,246.9,275.5,301.2,334.4,362.9,396.4,418.7,440.1,458.5,483.1,502.6,542.5,576.3,621.6,676.4,737.1,774.6,819.0,868.5,932.2,983.1,1040.9,1072.6,1105.9,1139.6,1193.0,1229.7,1277.1,1335.7
"134","    Less: Receipts from sales of goods and services by nonprofit institutions 30","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",9.0,9.8,10.5,11.5,12.6,13.8,15.1,16.9,18.9,21.6,24.6,27.6,31.1,34.5,38.1,43.3,50.2,57.3,64.5,73.6,83.2,96.1,111.5,125.8,138.5,149.0,161.4,174.7,191.2,212.2,233.2,258.6,282.8,308.5,328.7,342.3,356.2,373.1,397.0,418.7,438.1,463.6,497.4,538.7,569.1,612.6,658.2,693.0,734.4,758.8,796.5,830.5,864.6,900.1,924.8,963.5,1007.8
"Legend / Footnotes:"
"1. Consists of household purchases of goods and services from business, government, nonprofit institutions, and the rest of the world."
"2. Consists of shoes and other footwear, and of repair and hire of footwear."
"3. Consists of space rent (see footnote 4) and rent for appliances, furnishings, and furniture."
"4. Consists of rent for space and for heating and plumbing facilities, water heaters, lighting fixtures, kitchen cabinets, linoleum, storm windows and doors, window screens, and screen doors, but excludes rent for appliances and furniture and purchases of fuel and electricity."
"5. Includes clocks, lamps, lighting fixtures, and other household decorative items; also includes repair of furniture, furnishings, and floor coverings."
"6. Consists of major household appliances, small electric household appliances, and repair of household appliances."
"7. Consists of dishes, flatware, and non-electric cookware and tableware."
"8. Consists of household supplies; domestic services; moving, storage and freight service; and other household services."
"9. Excludes drug preparations and related products dispensed by physicians, hospitals, and other medical services."
"10. Consists of offices of physicians, health maintenance organization medical centers, and freestanding ambulatory surgical and emergency centers."
"11. Includes podiatrists, chiropractors, mental health practitioners (except physicians), physical, occupational and speech therapists, audiologists, all other health practitioners, ambulance services, kidney dialysis centers, and blood and organ bank services."
"12. Consists of nonprofit hospitals, proprietary hospitals, and government hospitals. Consists of primary sales of these hospitals for personal consumption.Expenses of nonprofit hospitals are included in the expenditures of nonprofit institutions serving households (NPISHs)."
"13. Includes railway transportation, taxicab services, school and employee services, limousine services, and airport bus fares."
"14. Consists of tour operators' and travel agents' margins. Purchases of travel and accommodations included in tours are accounted for separately in other personal consumption expenditures categories."
"15. Consists of fees paid to business schools and computer and management training, technical and trade schools, other schools and instruction, and educational support services."
"16. Consists of purchases (including tips) of meals and beverages from retail, service, and amusement establishments, hotels, dining and buffet cars, schools, school fraternities, institutions, clubs, and industrial lunchrooms.Includes meals and beverages consumed both on- and off-premises."
"17. Consists of transient hotels, motels, other traveler accommodations, clubs, and housing at schools."
"18. Consists of operating expenses of commercial life insurance carriers and fraternal benefit life insurance.For commercial life insurance carriers, excludes expenses for accident and health insurance and includes profits of stock companies and services furnished without payment by banks, credit agencies, and investment companies."
"19. Consists of premiums plus premium supplements less normal losses and dividends paid to policyholders for insurance on personal property (except motor vehicles)."
"20. Consists of premiums less benefits for health, hospitalization, and accidental death and dismemberment insurance."
"21. Consists of premiums less benefits for income loss insurance."
"22. Consists of premiums plus premium supplements less normal losses and dividends paid to policyholders for privately administered workers' compensation."
"23. Consists of premiums plus premium supplements less normal losses and dividends paid to policyholders for motor vehicle and other transportation insurance."
"24. Consists of cosmetics and toiletries, electric appliances for personal care, hairdressing salons, and miscellaneous personal care services."
"25. Consists of jewelry, watches, luggage, and similar personal items."
"26. Consists of household purchases of goods and services from business, government, and nonprofit institutions providing social services and religious activities. Purchases from nonprofit establishments exclude unrelated sales, secondary sales, and sales to businesses, government, and the rest of the world, but include membership dues and fees."
"27. Consists of tax preparation and other related services, employment agency services, and other personal business services."
"28. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households."
"29. Gross output is net of unrelated sales, secondary sales, and sales to business, government, and the rest of the world; excludes own-account investment (construction and software)."
"30. Excludes unrelated sales, secondary sales, and sales to business, government, and the rest of the world; includes membership dues and fees."
